Date,next movement,next returns,Close,alpha1,alpha2,alpha3,alpha4,alpha5,alpha7,alpha8,alpha9,alpha10,alpha11,alpha12,alpha13,alpha14,alpha15,alpha16,alpha17,alpha19,alpha20,alpha21,alpha22,alpha23,alpha24,alpha25,alpha26,alpha27,alpha28,alpha29,alpha30,alpha31,alpha32,alpha33,alpha34,alpha35,alpha36,alpha37,alpha38,alpha39,alpha40,alpha41,alpha42,alpha43,alpha45,alpha46,alpha47,alpha50,alpha51,alpha52,alpha53,alpha54,alpha55,alpha60,alpha61,alpha62,alpha64,alpha65,alpha66,alpha68,alpha71,alpha72,alpha73,alpha74,alpha75,alpha77,alpha78,alpha81,alpha84,alpha85,alpha86,alpha88,alpha92,alpha94,alpha95,alpha96,alpha98,alpha99,-2 day,-4 day,-6 day,-7 day,-8 day,-9 day,-13 day,-23 day,-27 day,Open
2013-10-15,1,0.01396576754528267,143.6683807373047,0.002005615724027243,0.8371044305290019,0.1443242809430224,-1.0,-0.33446297236210043,-0.25,-0.7721822541966427,1.0498046875,0.7742448330683624,0.5680459802837707,1.0498046875,-0.2924791086350975,0.005110318260968586,0.7492050763226238,-0.2116991643454039,-0.066333500056742,-1.7044552271724747,-0.07882241689814355,1,0.004418150838073837,-0.7026882306875564,-0.4486846923828125,0.8106485188150521,-0.15309310892394706,1,0.0005166181737643754,0.8005011178531679,0.10156999473133065,2.262617891859833,0.009576278060808097,0.8152562574493445,0.7874203821656051,0.0888671875,4.084379285577786,1.611249459651924,-0.10168731414261807,-0.6946098563897435,0.12066888856754829,0.5146740768837219,5.224066390041494,0.24375000000000002,0.004799978401061434,1.0498046875,-0.025935490497407065,-0.6327099084759252,1.0498046875,0.3610500222379187,6.1859296335753005,-0.14020141914896714,0.81028185661991,0.00043933841123960167,1,0,-1,0,-1.5185037803422206,0.3104133545310016,0.75,0.8859639332706767,-0.5625,-1,1,0.6162097735399285,0.8794082850369076,0,0.37850291777894784,0.8544884337403991,0,0.15812475168851808,0.05263157894736842,-0.45690343176376697,0,0.5384615384615384,0.08530952898061572,-0.44546178343949044,0.003994169281386073,0.021557967307693104,-0.011646586475078324,-0.008645098581593014,0.007576951769916018,-0.009221017194724346,-0.004597076314270865,0.0022491603570613528,0.009575904441878391,144.35412640458262
2013-10-16,1,0.0066833945309205944,145.67481994628906,0.30244685118331327,0.6302105451450686,0.0054263509252168145,-1.0,-0.3302747061607861,-0.9166666666666666,-0.832933653077538,-2.006439208984375,0.1573926868044515,0.9621962734333853,-2.006439208984375,-0.5423796259450856,0.06957351255053733,-0.770088558398397,-0.475925189017111,-0.514823068777796,-1.7159241288045877,-0.22788698898311122,1,-0.04242191919801345,-0.9143018111437016,-1.5323638916015625,0.2910328262610088,-0.0,1,5.789446443845356e-05,1.000684176504941,0.10217166220451421,2.0560873468369714,0.009795987037652235,0.10687326181962654,0.07563694267515923,0.0,4.076497972791475,1.13367023960847,-0.7679390194524126,-0.9403923668268537,0.08575746587362448,-0.568654773509337,5.01593625498008,0.0875,-0.023506844806483795,-1.0,-0.7697646971879849,-0.6327099084759252,-2.006439208984375,-1.5732771480728998,-1.6293855779970752,-0.9044608615369503,0.6113082427450117,-0.0008662320181277951,1,0,0,0,-1.5813768404297652,0.8131955484896661,0.5,1.106423197679401,-0.7292993630573248,-1,1,0.721324717285945,0.8450785893367125,0,0.666359529563128,0.9487221626995437,0,0.17719507350019864,0.05263157894736842,-0.6143256185155627,0,0.5384615384615384,0.18330926679228232,-0.6309713375796179,-0.00725413108531181,0.006442968636633628,0.0007253865242788926,-0.011646586475078324,-0.008645098581593014,0.007576951769916018,-0.005327683080484702,0.005787567500674662,0.007397017574547915,144.5319020193695
2013-10-17,1,0.006754414925534968,146.64842224121094,0.30244685118331327,0.5465961720644059,0.0369312793953228,-1.0,-0.3352607373528269,-1.0,-0.8233413269384492,-0.973602294921875,0.27543720190779014,0.8567446553772038,0.973602294921875,-0.7027457222443295,0.09912821813764179,-0.7417642287001703,-0.7226422602467171,-0.13885344879648337,-1.7265108072342303,-0.033507355016153394,-1,-0.14409511270962283,-1.837136363531954,-1.93023681640625,0.367093674939952,-0.0,1,0.0002057979333446706,0.40068417650494104,0.09347402518556931,1.9457344415747282,0.009798566735312843,0.055224473579658324,0.3622611464968153,0.0,3.0327145611557973,0.9385068885913295,-0.8123285581490839,-1.1265863153690132,0.1084769245676269,-0.7558828856070647,4.976284584980237,0.05625,0.05780006132555772,-1.0,-0.6780339300955941,-0.6740947075208914,-0.973602294921875,-1.8870077754840122,-0.07180399978500496,-0.8998603421273647,0.6475003176605357,-0.0008346753564060573,1,0,0,0,-1.6279347393553523,0.6720985691573926,0.40436747317809746,1.3383886811105172,-0.7663216560509554,0,1,0.8037156704361874,0.9140011108042564,-1,0.7756173814964852,0.9484775914081357,0,0.18434644417957885,0.05263157894736842,-0.6819632881085395,0,0.625,0.3105708857465421,-0.6532643312101911,0.01396576754528267,0.003994169281386073,0.021557967307693104,0.0007253865242788926,-0.011646586475078324,-0.008645098581593014,0.007916378226387577,0.004462186848012584,0.003138798470605275,145.08220313080054
2013-10-18,1,5.7567096673150076e-05,147.63894653320312,0.30244685118331327,0.6092519923981019,0.10637152574328153,-1.0,-0.4244109750665174,-1.0,-0.7589928057553957,-0.9905242919921875,0.2726550079491256,0.6526062400458031,-0.9905242919921875,-0.6856346995622762,0.2034461273876562,0.8925802058630259,-0.6231595702347792,-0.22332833020715182,-1.7609175121305691,-0.4363258224948346,-1,-0.11356183758429234,-1.9895236261862124,-3.9705657958984375,0.34307445956765414,-0.0,-1,0.0001896847653773666,0.20049106883274231,0.020921943309917708,1.7272051937946862,0.009782523411280802,0.3083035359555026,0.7496019108280255,0.0,2.966555555532864,1.0611446822804755,-0.5948198185353947,-1.217415749979781,0.16507617062756078,-0.32232110419920446,4.956692913385827,0.075,-0.05831383964845157,-1.0,-0.6590467629775091,-0.6740947075208914,-0.9905242919921875,-1.977283473775048,-5.530563659053372,-0.8667135478120784,0.42359211611713515,-0.000809430027028667,1,0,0,0,-1.6852367688022283,0.7980922098569158,0.3774536244859275,1.4546174911482335,-0.7898089171974523,0,1,0.8340064620355412,0.8293260853294818,0,0.7047297662741855,0.9556884958849046,0,0.2018275725069527,0.05263157894736842,-0.7318435754189944,0,0.625,0.46100926855324864,-0.7322089675030852,0.0066833945309205944,-0.00725413108531181,0.006442968636633628,0.021557967307693104,0.0007253865242788926,-0.011646586475078324,-0.0009452416539398323,0.011574391443218923,-0.0026564125109480585,147.19024843289267
2013-10-21,1,0.005790792543743484,147.64744567871094,0.30244685118331327,0.41452515372377263,0.5140686647357241,-1.0,-0.420821032608248,-1.0,-0.7545963229416467,-0.0084991455078125,0.5075516693163752,0.5356146335985678,0.0084991455078125,-0.5901313171508158,0.06067913853072417,2.5369999677425934,-0.49064862713887786,-0.03102798600553168,-1.8204675782973092,-0.13545003862621535,-1,0.051169057593949935,-1.210674048876399,-1.972625732421875,0.5284227381905524,-0.0,-1,0.0002636411479257407,0.4004910688327423,0.020685808056018898,1.810923051097341,0.009680428037688631,0.574890742947954,0.6875,0.02197265625,3.3647073064302395,1.2479635672078122,-0.3657015072625762,-1.1499991347290448,0.37579653646171934,-0.017261530266466707,4.9372549019607845,0.037500000000000006,0.059341396294239256,-1.0,-0.5195135819593732,-0.6740947075208914,-0.0084991455078125,-0.6906064389882868,-16.936600964587136,-0.5277782487406898,0.2838655795297481,-1.9882350750788044e-05,1,0,-1,0,-1.7608436132113012,0.49880763116057236,0.5,1.7327064382985438,-0.7917993630573248,0,1,0.9091276252019386,0.882476399856755,0,0.6898447315560079,0.988550078510356,0,0.21613031386571316,0.05263157894736842,-0.732242617717478,0,0.5384615384615384,0.5932509983701277,-0.6492834394904459,0.006754414925534968,0.01396576754528267,0.003994169281386073,0.006442968636633628,0.021557967307693104,0.0007253865242788926,-0.009221017194724346,-0.0016757117352989015,0.0022491603570613528,147.68977838012472
2013-10-22,0,-0.004788612218996291,148.50244140625,0.30244685118331327,0.24950157133423775,0.4390054657117621,-1.0,-0.4038685265553091,-1.0,-0.8880895283772982,0.8549957275390625,0.7472178060413355,0.7381613263932713,-0.8549957275390625,-0.6744926382809391,0.2487261106351777,1.5821422324288767,-0.5169120573020295,-0.17745340202905308,-1.8372298191442435,-0.19981559721247508,-1,0.06891396487205464,-1.2021304342150074,-1.8540191650390625,0.19055244195356286,-0.0,1,4.5281394765386955e-06,0.6006180508510395,0.019666865344286726,1.7478684187060638,0.009709697278154714,0.3218116805721097,0.3093152866242038,0.0,3.6403278080951327,1.0535533169441325,-0.5832102468762653,-1.1819168612349078,0.3377704021089635,-0.196086955196364,4.842307692307693,0.2,-0.048975271786643626,-1.0,-0.5015316324087518,-0.6740947075208914,-0.8549957275390625,-1.8082925256128672,-0.0301401828499675,-0.6440819693778443,0.24045835532541526,-0.00034807163265686096,1,0,-1,0,-1.7871070433744527,0.6224165341812401,0.4400750014210252,1.984225413481963,-0.8312101910828026,0,1,0.9559773828756059,0.909614339359385,0,0.47465182750578877,0.988690923675419,0,0.21970599920540326,0.05263157894736842,-0.7741420590582602,0,0.875,0.7182585803088735,-0.26552547770700635,5.7567096673150076e-05,0.0066833945309205944,-0.00725413108531181,0.003994169281386073,0.006442968636633628,0.021557967307693104,0.007576951769916018,-0.006991388271086252,0.005787567500674662,148.07914045902376
2013-10-23,1,0.003322853226607858,147.79132080078125,0.002005615724027243,-0.2649653988081002,0.3583365367290538,-0.7777777777777778,-0.35819648083621486,-1.0,-0.8217426059152678,0.71112060546875,0.7178060413354531,0.5855549281874386,-0.71112060546875,-0.7230401910067649,0.07136186448787595,-0.22770607705667967,-0.5853561480302427,-0.05048675574124577,-1.8601676224084693,-0.020980322250918573,-1,-0.02363668369102514,-0.11846505922008532,-0.152374267578125,0.677341873498799,-0.13363062095620074,1,0.00020808361204483308,1.0006180508510394,0.08462249479184442,1.9505257990435054,0.009529516664058147,0.6579261025029798,0.37022292993630573,0.018310546875,3.602767721225547,1.2591170716726605,-0.22339827609258636,-1.152737982181069,0.26696113630663376,-0.12328564539438958,4.91796875,0.11249999999999999,-0.08063266248058666,-1.0,-0.4526136639917357,-0.6884202148826104,0.71112060546875,-1.244497776811226,0.4781868250506632,-0.6604408449491961,-0.7189877384370336,-0.00044677264990679517,1,0,0,0,-1.7731794667727816,0.28298887122416533,0.75,1.8725388877050928,-0.8093152866242038,0,1,0.9749596122778675,0.920398481037982,0,0.4239383446955224,0.9799763732970993,0,0.23043305522447358,0.05263157894736842,-0.7398244213886672,0,1.0,0.7737123911380344,-0.3184713375796178,0.005790792543743484,0.006754414925534968,0.01396576754528267,-0.00725413108531181,0.003994169281386073,0.006442968636633628,-0.008645098581593014,-0.004627828032085168,0.004462186848012584,147.99449701794035
2013-10-24,1,0.004567374876464303,148.28240966796875,-0.17749699157641396,0.1609124354179064,0.17785083614634892,-1.0,-0.32469035122570034,-1.0,-0.5455635491606715,-0.4910888671875,0.3767885532591415,0.5815756218456959,0.4910888671875,-0.6343016315161162,0.23577940036240325,-1.215897662816591,-0.5483485873458018,-0.05081221474037078,-1.8685487428319365,-0.18292442083852825,-1,0.27057544550574125,0.4740018552788854,-0.6349639892578125,0.35388310648518817,-0.3273268353539843,1,9.944301131884354e-05,0.40034676635880767,0.0765495336458503,1.8155554265082432,0.009503239884371222,0.4354390147000397,0.21019108280254778,0.00079345703125,3.564358022916813,1.1469811925432738,-0.3685294067327817,-1.4384384437413187,0.17140413424676598,-0.17823313696391097,4.861003861003861,0.018750000000000003,0.03489771359807461,-1.0,-0.49955197902489223,-0.6884202148826104,-0.4910888671875,-0.7218647231172496,0.3034749125481533,-0.7393115454001941,-0.5321382313408165,-0.00055029160490719,1,0,0,0,-1.742140867489057,0.5747217806041336,0.5,1.234437036256641,-0.7758757961783439,0,1,0.9725363489499192,0.9537608362881168,0,0.5155479885239632,0.9887403239319971,0,0.24632499006754072,0.05263157894736842,-0.9131296283330298,1,1.0,0.7992239029668371,-0.5346337579617835,-0.004788612218996291,5.7567096673150076e-05,0.0066833945309205944,0.01396576754528267,-0.00725413108531181,0.003994169281386073,-0.011646586475078324,-0.002353786948552594,0.011574391443218923,148.08769472716787
2013-10-25,1,0.0015911338208793868,148.9596710205078,0.30244685118331327,0.15941236839544026,0.44483501805878506,-1.0,-0.3258869987117901,-1.0,-0.533972821742606,-0.6772613525390625,0.3354531001589825,0.5841621709678286,-0.6772613525390625,-0.6943891762833267,0.2759115627670231,-1.1268064673243354,-0.6036609629924393,-0.1467444001210313,-1.8725187472430525,-0.19687349880618152,-1,-0.06586312279978161,-0.939776989125221,-0.4572296142578125,0.4591673338670937,-0.3273268353539843,1,0.00022753155394611023,0.40029991203639365,0.07042050909018516,1.8138810376292445,0.009534563471204578,0.3456495828367104,0.7213375796178344,0.003662109375,2.8841480606903396,1.0748844842554446,-0.5627227674778016,-1.3762787910081042,0.2726444010398429,-0.3094232319772061,4.805343511450382,0.08750000000000001,-0.03557557314326267,-1.0,-0.5255951768896473,-0.6884202148826104,-0.6772613525390625,-1.4689380521541757,-0.011161887419632754,-0.9280637670074907,-0.2710503058941772,-0.0007324317724276271,1,0,-1,0,-1.7361719060883405,0.6251987281399046,0.25,1.1092816657027182,-0.7312898089171974,0,1,0.8990306946688207,0.9770726074339842,0,0.786001526359753,0.9885905252422377,0,0.2689709972189114,0.05263157894736842,-0.855124422107556,1,1.0,0.7911699273894847,-0.473328025477707,0.003322853226607858,0.005790792543743484,0.006754414925534968,0.0066833945309205944,0.01396576754528267,-0.00725413108531181,0.0007253865242788926,-0.002890383274794628,-0.0016757117352989015,148.58716394431062
2013-10-28,1,0.005333944789365663,149.19668579101562,0.30244685118331327,-0.03324221205015328,0.8073068480596263,-1.0,-0.31790934880452476,-1.0,-0.40047961630695444,-0.2370147705078125,0.43680445151033387,0.6352962574592225,0.2370147705078125,-0.6637485077596498,0.6283310019098485,-0.9245133071374457,-0.5909271786709113,-0.11614165773518263,-1.8769298632554037,-0.09593079717029124,-1,-0.4099018227613534,-0.9312117123043038,-1.405364990234375,0.41393114491593275,-0.6123724356957753,-1,0.0003393237216338228,0.40029059286494834,0.0148015546467914,1.6383989586516545,0.009513531910769122,0.3877632101708383,0.6584394904458599,0.0,3.279032592886788,1.053719643840958,-0.5265282205405158,-1.332935779589706,0.3341161346244102,-0.12311079475179554,4.750943396226416,0.1,0.08597984613327574,-0.2370147705078125,-0.4549861035489382,-0.6884202148826104,-0.2370147705078125,-1.3428665575941756,-5.85161007241583,-0.6816921892408749,0.010371651499198055,-0.00026917997835251644,1,0,0,0,-1.7111022682053323,0.5381558028616852,0.25,1.0475044325164549,-0.7070063694267515,0,1,0.7802907915993538,0.9631238068320642,0,0.7208180553175741,0.9793661596212879,0,0.29757647993643227,0.05263157894736842,-0.8485251281693306,1,0.875,0.6899984933953975,-0.5995222929936306,0.004567374876464303,-0.004788612218996291,5.7567096673150076e-05,0.006754414925534968,0.0066833945309205944,0.01396576754528267,0.021557967307693104,0.0038453615546156783,-0.006991388271086252,148.90884417480865
