Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,retorno diario,retorno acumulado,banda_medio,banda_superior,banda_inferior,Conversion,Base,SpanA,SpanB,Lagging
2017-09-19,28.46847960098668,29.11822093849845,28.16140878571448,29.09152030944824,4922602,0.0,0,,,,,,,,,,27.235748291015625
2017-09-20,28.65984287464933,28.8645556257534,28.232614123135072,28.84675407409668,5802180,0.0,0,-0.008413662563797497,0.9915863374362025,,,,,,,,28.01900100708008
2017-09-21,28.917961748709686,28.926860827340395,28.28156897704675,28.47738265991211,5684049,0.0,0,-0.012804609254676969,0.9788894618430557,,,,,,,,27.82318878173828
2017-09-22,28.477383122203936,28.566389188801317,28.31717254185856,28.39727783203125,2864989,0.0,0,-0.002812928029148676,0.9761359162383991,,,,,,,,28.646493911743164
2017-09-25,28.10800875024634,28.237067462895403,27.95669894519388,28.05905532836914,3718638,0.0,0,-0.011910384708797905,0.9645097619479248,,,,,,,,28.72704696655273
2017-09-26,28.09465188233141,28.161405143973965,27.938890876533844,28.050148010253903,2700886,0.0,0,-0.0003174489665099811,0.9642035793208057,,,,,,,,28.167631149291992
2017-09-27,28.14806038007116,28.31272049509494,27.907744516425986,28.112457275390625,3564317,0.0,0,0.0022213524546803587,0.9663454153085416,,,,,,,,27.925966262817383
2017-09-28,28.125809684539984,28.366125551569304,27.95224879090197,28.22371482849121,2759422,0.0,0,0.00395758905067245,0.9701698133433342,,,,,,,,27.881208419799805
2017-09-29,28.308268227694512,28.441776462081037,27.992298343528237,28.379472732543945,3551046,0.0,0,0.005518688981916098,0.9755238788028197,,,,28.512982727462216,,,,27.644018173217773
2017-10-02,28.250415261916068,28.334970084575627,27.845439304716077,28.010099411010746,4653519,0.0,0,-0.013015510366040872,0.9628269376459412,,,,28.386150066028236,,,,26.81608772277832
2017-10-03,28.005652436871877,28.04125384527614,27.64072908806809,27.86769294738769,2882346,0.0,0,-0.005084111324755725,0.9579318183084756,,,,28.28379495770424,,,,26.94139671325684
2017-10-04,27.84098606857733,27.858785919960788,27.249097295611527,27.28470039367676,5541233,0.0,0,-0.02092001497259144,0.9378918703267406,,,,27.907743242206422,,,,26.610218048095703
2017-10-05,27.347008569458445,27.885492782986187,27.235751416366792,27.80538749694824,10006018,0.0,0,0.019083482528990725,0.9557901134482034,,,,27.838763939223917,,,,26.45358657836914
2017-10-06,27.76088666176142,27.84544149105998,27.440465502062438,27.542821884155277,3281242,0.0,0,-0.009442976215374821,0.9467646101400217,,,,27.838763939223917,,,,26.256669998168945
2017-10-09,27.8098377244116,28.036801561515286,27.7608843072041,27.858789443969727,2529748,0.0,0,0.011471865923666336,0.9576257668088203,,,,27.838763939223917,,,,26.30142593383789
2017-10-10,27.858790475370988,27.858790475370988,27.44046419059563,27.591773986816406,5067911,0.0,0,-0.009584603727679886,0.9484473033145422,,,,27.838763939223917,,,,26.12240982055664
2017-10-11,27.79648607532393,28.08130410899888,27.68968016152052,27.94779586791992,3660293,0.0,0,0.012903189235807133,0.9606852983494006,,,,27.838763939223917,,,,26.632598876953125
2017-10-12,28.014550837284094,28.06350425513124,27.858789807984152,27.94779586791992,5053424,0.0,0,0.0,0.9606852983494006,,,,27.78536075047121,,,,26.19401741027832
2017-10-13,27.94779753534852,27.96559908792764,27.65407870839113,27.75198554992676,2349510,0.0,0,-0.00700628839993489,0.9539544600875872,,,,27.658527762682837,,,,26.404356002807617
2017-10-16,27.743083877918124,27.854341031471268,27.59622362035624,27.69858169555664,1689171,0.0,0,-0.0019243255324576936,0.9521187411632388,28.04726037979126,28.898369104597776,27.196151654984746,27.658527762682837,,,,26.27904891967773
2017-10-17,27.63627339829792,28.1881095696746,27.565068895312145,27.98784637451172,9033315,0.0,0,0.010443302914729502,0.9620620055879975,27.992076683044434,28.69371914851104,27.29043421757783,27.711930493020695,,,,26.207443237304688
2017-10-18,28.09465650429937,28.112456358409563,27.703030853835045,27.82318878173828,4457770,0.0,0,-0.005883181955843142,0.9564020197563199,27.940898418426514,28.523808043125452,27.357988793727575,27.814286880135114,,,,26.20296669006348
2017-10-19,27.858789799544912,27.90329367832401,27.498317718505863,27.49831771850586,3409561,0.0,0,-0.01167626995528459,0.9452348115878657,27.891945171356202,28.45007076904969,27.333819573662712,27.814286880135114,,,,26.38198471069336
2017-10-20,27.627376269282596,27.627376269282596,27.3603580910176,27.58287239074707,6296763,0.0,0,0.0030749034579780066,0.9481413173786184,27.851224899291992,28.373223016001027,27.329226782582957,27.7742338303461,,,,26.49386215209961
2017-10-23,27.56507158276052,27.70303106346732,27.42711379970314,27.547271728515625,11951745,0.0,0,-0.0012906800179153244,0.9469175703261179,27.825635719299317,28.354578677772224,27.29669276082641,27.7742338303461,,,,26.70867729187012
2017-10-24,27.471615429755303,27.7297328340878,27.458265114927556,27.52056884765625,46302905,0.0,0,-0.0009693475681562536,0.9459996780820779,27.799156761169435,28.333545026913807,27.264768495425063,27.7742338303461,28.17698617743262,27.975610003889358,,26.65049934387207
2017-10-25,27.51166552367909,27.60067157546869,27.23574829101563,27.235748291015625,17302925,0.0,0,-0.010349370255291146,0.9362091771522202,27.755321311950684,28.322890653142622,27.187751970758747,27.711928930345117,28.08130455917801,27.896616744761566,,26.619171142578125
2017-10-26,27.33810777389509,28.10355752986475,27.213500305769585,28.01900100708008,35838439,0.0,0,0.028758259464559455,0.9631329235818654,27.745085620880126,28.284909725804276,27.205261515955975,27.700804937722094,28.07018056655499,27.88549275213854,,26.467012405395508
2017-10-27,28.054603861664955,28.139158686048976,27.78313613910387,27.82318878173828,3276305,0.0,0,-0.0069885512796235005,0.9564020197563199,27.717271423339845,28.173499981442315,27.261042865237375,27.700804937722094,27.88994474728545,27.795374842503772,,27.36655044555664
2017-10-30,28.045704247344275,28.8067044889162,28.010101142350496,28.646493911743164,3686746,0.0,0,0.02959061006498498,0.9847025389882932,27.749091148376465,28.35016867148528,27.148013625267648,28.01010239734289,28.01010239734289,28.01010239734289,,27.192012786865234
2017-10-31,28.63306405771777,28.96423810607598,28.512230352527503,28.72704696655273,23535675,0.18,0,0.0028119690688062082,0.9874714920699033,27.792058849334715,28.52986498837538,27.05425271029405,28.088869205922784,28.088869205922784,28.088869205922784,,27.393400192260746
2017-11-01,28.915009619584307,28.915009619584307,28.12287868351517,28.167631149291992,8783038,0.0,0,-0.01947348844843233,0.9682419773759238,27.836205387115477,28.552411025656646,27.11999974857431,28.088869205922784,28.088869205922784,28.088869205922784,,27.7200984954834
2017-11-02,28.176582810031142,28.32874358820972,27.82750878658501,27.925966262817383,2632033,0.0,0,-0.008579524674750094,0.9599349214398982,27.842234325408935,28.559339999841114,27.125128650976755,28.088869205922784,28.088869205922784,28.088869205922784,,27.814083099365234
2017-11-03,28.01546751059752,28.158677435074672,27.814079727999427,27.881208419799805,7099524,0.0,0,-0.0016027321166384167,0.9583964029114237,27.85915365219116,28.562903775993504,27.155403528388817,28.088869205922784,28.088869205922784,28.088869205922784,,27.881208419799805
2017-11-06,27.79170266558795,27.800653499549327,27.523184475534716,27.644018173217773,14738458,0.0,0,-0.008507172394062734,0.9502431594900066,27.848415088653564,28.55845444260414,27.138375734702986,28.088869205922784,28.088869205922784,28.088869205922784,,27.53661346435547
2017-11-07,27.75142866311673,27.791706568000095,26.654977810442112,26.81608772277832,23767106,0.0,0,-0.029949714446417697,0.9217836482086191,27.80963077545166,28.646427801604744,26.972833749298573,27.809607958259047,27.809607958259047,27.809607958259047,,28.01099395751953
2017-11-08,26.851890071578804,27.01300168515983,26.69077845799778,26.94139671325684,17231000,0.0,0,0.004672903511278248,0.9260910542549721,27.759310817718507,28.675032852823747,26.843588782613267,27.809607958259047,27.809607958259047,27.809607958259047,,27.496337890625
2017-11-09,26.901114156429976,26.94586661592899,26.467008129062584,26.610218048095703,5001685,0.0,0,-0.012292557386164638,0.9147070268257291,27.692431926727295,28.731782966434494,26.653080887020096,27.715623117569283,27.715623117569283,27.715623117569283,,26.811613082885746
2017-11-10,26.650499818866912,26.73553189435232,26.40435784144541,26.45358657836914,2826438,0.0,0,-0.005886140032504206,0.9093229331771173,27.627511978149414,28.799176761747077,26.45584719455175,27.684297973760696,27.684297973760696,27.684297973760696,,26.86083984375
